Client,i,Factorial
127.0.0.1:20172,10,3628800
127.0.0.1:10444,9,362880
127.0.0.1:20684,8,40320
127.0.0.1:21196,7,5040
127.0.0.1:17612,6,720
127.0.0.1:18636,5,120
127.0.0.1:19148,4,24
127.0.0.1:19660,3,6
127.0.0.1:27340,2,2
127.0.0.1:41676,1,1
127.0.0.1:1743,20,2432902008176640000
127.0.0.1:62667,19,121645100408832000
127.0.0.1:204,18,6402373705728000
127.0.0.1:56526,17,355687428096000
127.0.0.1:5324,16,20922789888000
127.0.0.1:5836,15,1307674368000
127.0.0.1:9420,14,87178291200
127.0.0.1:18124,13,6227020800
127.0.0.1:17100,12,479001600
127.0.0.1:20172,11,39916800
127.0.0.1:10444,10,3628800
127.0.0.1:20684,9,362880
127.0.0.1:21196,8,40320
127.0.0.1:17612,7,5040
127.0.0.1:18636,6,720
127.0.0.1:19148,5,120
127.0.0.1:19660,4,24
127.0.0.1:27340,3,6
127.0.0.1:41676,2,2
127.0.0.1:29401,1,1
127.0.0.1:62667,20,2432902008176640000
127.0.0.1:204,19,121645100408832000
127.0.0.1:56526,18,6402373705728000
127.0.0.1:5324,17,355687428096000
127.0.0.1:5836,16,20922789888000
127.0.0.1:9420,15,1307674368000
127.0.0.1:18124,14,87178291200
127.0.0.1:17100,13,6227020800
127.0.0.1:20172,12,479001600
127.0.0.1:10444,11,39916800
127.0.0.1:20684,10,3628800
127.0.0.1:21196,9,362880
127.0.0.1:17612,8,40320
127.0.0.1:18636,7,5040
127.0.0.1:19148,6,720
127.0.0.1:19660,5,120
127.0.0.1:27340,4,24
127.0.0.1:41676,3,6
127.0.0.1:29401,2,2
127.0.0.1:37580,1,1
127.0.0.1:204,20,2432902008176640000
127.0.0.1:56526,19,121645100408832000
127.0.0.1:5324,18,6402373705728000
127.0.0.1:5836,17,355687428096000
127.0.0.1:9420,16,20922789888000
127.0.0.1:18124,15,1307674368000
127.0.0.1:17100,14,87178291200
127.0.0.1:20172,13,6227020800
127.0.0.1:10444,12,479001600
127.0.0.1:20684,11,39916800
127.0.0.1:21196,10,3628800
127.0.0.1:17612,9,362880
127.0.0.1:18636,8,40320
127.0.0.1:19148,7,5040
127.0.0.1:19660,6,720
127.0.0.1:27340,5,120
127.0.0.1:41676,4,24
127.0.0.1:29401,3,6
127.0.0.1:37580,2,2
127.0.0.1:45260,1,1
127.0.0.1:56526,20,2432902008176640000
127.0.0.1:5324,19,121645100408832000
127.0.0.1:5836,18,6402373705728000
127.0.0.1:9420,17,355687428096000
127.0.0.1:18124,16,20922789888000
127.0.0.1:17100,15,1307674368000
127.0.0.1:20172,14,87178291200
127.0.0.1:10444,13,6227020800
127.0.0.1:20684,12,479001600
127.0.0.1:21196,11,39916800
127.0.0.1:17612,10,3628800
127.0.0.1:18636,9,362880
127.0.0.1:19148,8,40320
127.0.0.1:19660,7,5040
127.0.0.1:27340,6,720
127.0.0.1:41676,5,120
127.0.0.1:29401,4,24
127.0.0.1:37580,3,6
127.0.0.1:45260,2,2
127.0.0.1:46284,1,1
127.0.0.1:5324,20,2432902008176640000
127.0.0.1:5836,19,121645100408832000
127.0.0.1:9420,18,6402373705728000
127.0.0.1:18124,17,355687428096000
127.0.0.1:17100,16,20922789888000
127.0.0.1:20172,15,1307674368000
127.0.0.1:10444,14,87178291200
127.0.0.1:20684,13,6227020800
127.0.0.1:21196,12,479001600
127.0.0.1:17612,11,39916800
127.0.0.1:18636,10,3628800
127.0.0.1:19148,9,362880
127.0.0.1:19660,8,40320
127.0.0.1:27340,7,5040
127.0.0.1:41676,6,720
127.0.0.1:29401,5,120
127.0.0.1:37580,4,24
127.0.0.1:45260,3,6
127.0.0.1:46284,2,2
127.0.0.1:45772,1,1
127.0.0.1:5836,20,2432902008176640000
127.0.0.1:9420,19,121645100408832000
127.0.0.1:18124,18,6402373705728000
127.0.0.1:17100,17,355687428096000
127.0.0.1:20172,16,20922789888000
127.0.0.1:10444,15,1307674368000
127.0.0.1:20684,14,87178291200
127.0.0.1:21196,13,6227020800
127.0.0.1:17612,12,479001600
127.0.0.1:18636,11,39916800
127.0.0.1:19148,10,3628800
127.0.0.1:19660,9,362880
127.0.0.1:27340,8,40320
127.0.0.1:41676,7,5040
127.0.0.1:29401,6,720
127.0.0.1:37580,5,120
127.0.0.1:45260,4,24
127.0.0.1:46284,3,6
127.0.0.1:45772,2,2
127.0.0.1:47308,1,1
127.0.0.1:9420,20,2432902008176640000
127.0.0.1:18124,19,121645100408832000
127.0.0.1:17100,18,6402373705728000
127.0.0.1:20172,17,355687428096000
127.0.0.1:10444,16,20922789888000
127.0.0.1:20684,15,1307674368000
127.0.0.1:21196,14,87178291200
127.0.0.1:17612,13,6227020800
127.0.0.1:18636,12,479001600
127.0.0.1:19148,11,39916800
127.0.0.1:19660,10,3628800
127.0.0.1:27340,9,362880
127.0.0.1:41676,8,40320
127.0.0.1:29401,7,5040
127.0.0.1:37580,6,720
127.0.0.1:45260,5,120
127.0.0.1:46284,4,24
127.0.0.1:45772,3,6
127.0.0.1:47308,2,2
127.0.0.1:49356,1,1
127.0.0.1:18124,20,2432902008176640000
127.0.0.1:17100,19,121645100408832000
127.0.0.1:20172,18,6402373705728000
127.0.0.1:10444,17,355687428096000
127.0.0.1:20684,16,20922789888000
127.0.0.1:21196,15,1307674368000
127.0.0.1:17612,14,87178291200
127.0.0.1:18636,13,6227020800
127.0.0.1:19148,12,479001600
127.0.0.1:19660,11,39916800
127.0.0.1:27340,10,3628800
127.0.0.1:41676,9,362880
127.0.0.1:29401,8,40320
127.0.0.1:37580,7,5040
127.0.0.1:45260,6,720
127.0.0.1:46284,5,120
127.0.0.1:45772,4,24
127.0.0.1:47308,3,6
127.0.0.1:49356,2,2
127.0.0.1:57548,1,1
127.0.0.1:17100,20,2432902008176640000
127.0.0.1:20172,19,121645100408832000
127.0.0.1:10444,18,6402373705728000
127.0.0.1:20684,17,355687428096000
127.0.0.1:21196,16,20922789888000
127.0.0.1:17612,15,1307674368000
127.0.0.1:18636,14,87178291200
127.0.0.1:19148,13,6227020800
127.0.0.1:19660,12,479001600
127.0.0.1:27340,11,39916800
127.0.0.1:41676,10,3628800
127.0.0.1:29401,9,362880
127.0.0.1:37580,8,40320
127.0.0.1:45260,7,5040
127.0.0.1:46284,6,720
127.0.0.1:45772,5,120
127.0.0.1:47308,4,24
127.0.0.1:49356,3,6
127.0.0.1:57548,2,2
127.0.0.1:61132,1,1
127.0.0.1:20172,20,2432902008176640000
127.0.0.1:10444,19,121645100408832000
127.0.0.1:20684,18,6402373705728000
127.0.0.1:21196,17,355687428096000
127.0.0.1:17612,16,20922789888000
127.0.0.1:18636,15,1307674368000
127.0.0.1:19148,14,87178291200
127.0.0.1:19660,13,6227020800
127.0.0.1:27340,12,479001600
127.0.0.1:41676,11,39916800
127.0.0.1:29401,10,3628800
127.0.0.1:37580,9,362880
127.0.0.1:45260,8,40320
127.0.0.1:46284,7,5040
127.0.0.1:45772,6,720
127.0.0.1:47308,5,120
127.0.0.1:49356,4,24
127.0.0.1:57548,3,6
127.0.0.1:61132,2,2
127.0.0.1:2240,1,1
127.0.0.1:10444,20,2432902008176640000
127.0.0.1:20684,19,121645100408832000
127.0.0.1:21196,18,6402373705728000
127.0.0.1:17612,17,355687428096000
127.0.0.1:18636,16,20922789888000
127.0.0.1:19148,15,1307674368000
127.0.0.1:19660,14,87178291200
127.0.0.1:27340,13,6227020800
127.0.0.1:41676,12,479001600
127.0.0.1:29401,11,39916800
127.0.0.1:37580,10,3628800
127.0.0.1:45260,9,362880
127.0.0.1:46284,8,40320
127.0.0.1:45772,7,5040
127.0.0.1:47308,6,720
127.0.0.1:49356,5,120
127.0.0.1:57548,4,24
127.0.0.1:61132,3,6
127.0.0.1:2240,2,2
127.0.0.1:64716,1,1
127.0.0.1:20684,20,2432902008176640000
127.0.0.1:21196,19,121645100408832000
127.0.0.1:17612,18,6402373705728000
127.0.0.1:18636,17,355687428096000
127.0.0.1:19148,16,20922789888000
127.0.0.1:19660,15,1307674368000
127.0.0.1:27340,14,87178291200
127.0.0.1:41676,13,6227020800
127.0.0.1:29401,12,479001600
127.0.0.1:37580,11,39916800
127.0.0.1:45260,10,3628800
127.0.0.1:46284,9,362880
127.0.0.1:45772,8,40320
127.0.0.1:47308,7,5040
127.0.0.1:49356,6,720
127.0.0.1:57548,5,120
127.0.0.1:61132,4,24
127.0.0.1:2240,3,6
127.0.0.1:64716,2,2
127.0.0.1:58060,1,1
127.0.0.1:21196,20,2432902008176640000
127.0.0.1:17612,19,121645100408832000
127.0.0.1:18636,18,6402373705728000
127.0.0.1:19148,17,355687428096000
127.0.0.1:19660,16,20922789888000
127.0.0.1:27340,15,1307674368000
127.0.0.1:41676,14,87178291200
127.0.0.1:29401,13,6227020800
127.0.0.1:37580,12,479001600
127.0.0.1:45260,11,39916800
127.0.0.1:46284,10,3628800
127.0.0.1:45772,9,362880
127.0.0.1:47308,8,40320
127.0.0.1:49356,7,5040
127.0.0.1:57548,6,720
127.0.0.1:61132,5,120
127.0.0.1:2240,4,24
127.0.0.1:64716,3,6
127.0.0.1:58060,2,2
127.0.0.1:717,1,1
127.0.0.1:17612,20,2432902008176640000
127.0.0.1:18636,19,121645100408832000
127.0.0.1:19148,18,6402373705728000
127.0.0.1:19660,17,355687428096000
127.0.0.1:27340,16,20922789888000
127.0.0.1:41676,15,1307674368000
127.0.0.1:29401,14,87178291200
127.0.0.1:37580,13,6227020800
127.0.0.1:45260,12,479001600
127.0.0.1:46284,11,39916800
127.0.0.1:45772,10,3628800
127.0.0.1:47308,9,362880
127.0.0.1:49356,8,40320
127.0.0.1:57548,7,5040
127.0.0.1:61132,6,720
127.0.0.1:2240,5,120
127.0.0.1:64716,4,24
127.0.0.1:58060,3,6
127.0.0.1:717,2,2
127.0.0.1:1229,1,1
127.0.0.1:18636,20,2432902008176640000
127.0.0.1:19148,19,121645100408832000
127.0.0.1:19660,18,6402373705728000
127.0.0.1:27340,17,355687428096000
127.0.0.1:41676,16,20922789888000
127.0.0.1:29401,15,1307674368000
127.0.0.1:37580,14,87178291200
127.0.0.1:45260,13,6227020800
127.0.0.1:46284,12,479001600
127.0.0.1:45772,11,39916800
127.0.0.1:47308,10,3628800
127.0.0.1:49356,9,362880
127.0.0.1:57548,8,40320
127.0.0.1:61132,7,5040
127.0.0.1:2240,6,720
127.0.0.1:64716,5,120
127.0.0.1:58060,4,24
127.0.0.1:717,3,6
127.0.0.1:1229,2,2
127.0.0.1:29913,1,1
127.0.0.1:19148,20,2432902008176640000
127.0.0.1:19660,19,121645100408832000
127.0.0.1:27340,18,6402373705728000
127.0.0.1:41676,17,355687428096000
127.0.0.1:29401,16,20922789888000
127.0.0.1:37580,15,1307674368000
127.0.0.1:45260,14,87178291200
127.0.0.1:46284,13,6227020800
127.0.0.1:45772,12,479001600
127.0.0.1:47308,11,39916800
127.0.0.1:49356,10,3628800
127.0.0.1:57548,9,362880
127.0.0.1:61132,8,40320
127.0.0.1:2240,7,5040
127.0.0.1:64716,6,720
127.0.0.1:58060,5,120
127.0.0.1:717,4,24
127.0.0.1:1229,3,6
127.0.0.1:29913,2,2
127.0.0.1:6349,1,1
127.0.0.1:19660,20,2432902008176640000
127.0.0.1:27340,19,121645100408832000
127.0.0.1:41676,18,6402373705728000
127.0.0.1:29401,17,355687428096000
127.0.0.1:37580,16,20922789888000
127.0.0.1:45260,15,1307674368000
127.0.0.1:46284,14,87178291200
127.0.0.1:45772,13,6227020800
127.0.0.1:47308,12,479001600
127.0.0.1:49356,11,39916800
127.0.0.1:57548,10,3628800
127.0.0.1:61132,9,362880
127.0.0.1:2240,8,40320
127.0.0.1:64716,7,5040
127.0.0.1:58060,6,720
127.0.0.1:717,5,120
127.0.0.1:1229,4,24
127.0.0.1:29913,3,6
127.0.0.1:6349,2,2
127.0.0.1:9933,1,1
127.0.0.1:27340,20,2432902008176640000
127.0.0.1:41676,19,121645100408832000
127.0.0.1:29401,18,6402373705728000
127.0.0.1:37580,17,355687428096000
127.0.0.1:45260,16,20922789888000
127.0.0.1:46284,15,1307674368000
127.0.0.1:45772,14,87178291200
127.0.0.1:47308,13,6227020800
127.0.0.1:49356,12,479001600
127.0.0.1:57548,11,39916800
127.0.0.1:61132,10,3628800
127.0.0.1:2240,9,362880
127.0.0.1:64716,8,40320
127.0.0.1:58060,7,5040
127.0.0.1:717,6,720
127.0.0.1:1229,5,120
127.0.0.1:29913,4,24
127.0.0.1:6349,3,6
127.0.0.1:9933,2,2
127.0.0.1:13005,1,1
127.0.0.1:41676,20,2432902008176640000
127.0.0.1:29401,19,121645100408832000
127.0.0.1:37580,18,6402373705728000
127.0.0.1:45260,17,355687428096000
127.0.0.1:46284,16,20922789888000
127.0.0.1:45772,15,1307674368000
127.0.0.1:47308,14,87178291200
127.0.0.1:49356,13,6227020800
127.0.0.1:57548,12,479001600
127.0.0.1:61132,11,39916800
127.0.0.1:2240,10,3628800
127.0.0.1:64716,9,362880
127.0.0.1:58060,8,40320
127.0.0.1:717,7,5040
127.0.0.1:1229,6,720
127.0.0.1:29913,5,120
127.0.0.1:6349,4,24
127.0.0.1:9933,3,6
127.0.0.1:13005,2,2
127.0.0.1:20685,1,1
127.0.0.1:29401,20,2432902008176640000
127.0.0.1:37580,19,121645100408832000
127.0.0.1:45260,18,6402373705728000
127.0.0.1:46284,17,355687428096000
127.0.0.1:45772,16,20922789888000
127.0.0.1:47308,15,1307674368000
127.0.0.1:49356,14,87178291200
127.0.0.1:57548,13,6227020800
127.0.0.1:61132,12,479001600
127.0.0.1:2240,11,39916800
127.0.0.1:64716,10,3628800
127.0.0.1:58060,9,362880
127.0.0.1:717,8,40320
127.0.0.1:1229,7,5040
127.0.0.1:29913,6,720
127.0.0.1:6349,5,120
127.0.0.1:9933,4,24
127.0.0.1:13005,3,6
127.0.0.1:20685,2,2
127.0.0.1:16589,1,1
127.0.0.1:37580,20,2432902008176640000
127.0.0.1:45260,19,121645100408832000
127.0.0.1:46284,18,6402373705728000
127.0.0.1:45772,17,355687428096000
127.0.0.1:47308,16,20922789888000
127.0.0.1:49356,15,1307674368000
127.0.0.1:57548,14,87178291200
127.0.0.1:61132,13,6227020800
127.0.0.1:2240,12,479001600
127.0.0.1:64716,11,39916800
127.0.0.1:58060,10,3628800
127.0.0.1:717,9,362880
127.0.0.1:1229,8,40320
127.0.0.1:29913,7,5040
127.0.0.1:6349,6,720
127.0.0.1:9933,5,120
127.0.0.1:13005,4,24
127.0.0.1:20685,3,6
127.0.0.1:16589,2,2
127.0.0.1:26317,1,1
127.0.0.1:45260,20,2432902008176640000
127.0.0.1:46284,19,121645100408832000
127.0.0.1:45772,18,6402373705728000
127.0.0.1:47308,17,355687428096000
127.0.0.1:49356,16,20922789888000
127.0.0.1:57548,15,1307674368000
127.0.0.1:61132,14,87178291200
127.0.0.1:2240,13,6227020800
127.0.0.1:64716,12,479001600
127.0.0.1:58060,11,39916800
127.0.0.1:717,10,3628800
127.0.0.1:1229,9,362880
127.0.0.1:29913,8,40320
127.0.0.1:6349,7,5040
127.0.0.1:9933,6,720
127.0.0.1:13005,5,120
127.0.0.1:20685,4,24
127.0.0.1:16589,3,6
127.0.0.1:26317,2,2
127.0.0.1:20173,1,1
127.0.0.1:46284,20,2432902008176640000
127.0.0.1:45772,19,121645100408832000
127.0.0.1:47308,18,6402373705728000
127.0.0.1:49356,17,355687428096000
127.0.0.1:57548,16,20922789888000
127.0.0.1:61132,15,1307674368000
127.0.0.1:2240,14,87178291200
127.0.0.1:64716,13,6227020800
127.0.0.1:58060,12,479001600
127.0.0.1:717,11,39916800
127.0.0.1:1229,10,3628800
127.0.0.1:29913,9,362880
127.0.0.1:6349,8,40320
127.0.0.1:9933,7,5040
127.0.0.1:13005,6,720
127.0.0.1:20685,5,120
127.0.0.1:16589,4,24
127.0.0.1:26317,3,6
127.0.0.1:20173,2,2
127.0.0.1:26829,1,1
127.0.0.1:45772,20,2432902008176640000
127.0.0.1:47308,19,121645100408832000
127.0.0.1:49356,18,6402373705728000
127.0.0.1:57548,17,355687428096000
127.0.0.1:61132,16,20922789888000
127.0.0.1:2240,15,1307674368000
127.0.0.1:64716,14,87178291200
127.0.0.1:58060,13,6227020800
127.0.0.1:717,12,479001600
127.0.0.1:1229,11,39916800
127.0.0.1:29913,10,3628800
127.0.0.1:6349,9,362880
127.0.0.1:9933,8,40320
127.0.0.1:13005,7,5040
127.0.0.1:20685,6,720
127.0.0.1:16589,5,120
127.0.0.1:26317,4,24
127.0.0.1:20173,3,6
127.0.0.1:26829,2,2
127.0.0.1:20697,1,1
127.0.0.1:47308,20,2432902008176640000
127.0.0.1:49356,19,121645100408832000
127.0.0.1:57548,18,6402373705728000
127.0.0.1:61132,17,355687428096000
127.0.0.1:2240,16,20922789888000
127.0.0.1:64716,15,1307674368000
127.0.0.1:58060,14,87178291200
127.0.0.1:717,13,6227020800
127.0.0.1:1229,12,479001600
127.0.0.1:29913,11,39916800
127.0.0.1:6349,10,3628800
127.0.0.1:9933,9,362880
127.0.0.1:13005,8,40320
127.0.0.1:20685,7,5040
127.0.0.1:16589,6,720
127.0.0.1:26317,5,120
127.0.0.1:20173,4,24
127.0.0.1:26829,3,6
127.0.0.1:20697,2,2
127.0.0.1:35021,1,1
127.0.0.1:49356,20,2432902008176640000
127.0.0.1:57548,19,121645100408832000
127.0.0.1:61132,18,6402373705728000
127.0.0.1:2240,17,355687428096000
127.0.0.1:64716,16,20922789888000
127.0.0.1:58060,15,1307674368000
127.0.0.1:717,14,87178291200
127.0.0.1:1229,13,6227020800
127.0.0.1:29913,12,479001600
127.0.0.1:6349,11,39916800
127.0.0.1:9933,10,3628800
127.0.0.1:13005,9,362880
127.0.0.1:20685,8,40320
127.0.0.1:16589,7,5040
127.0.0.1:26317,6,720
127.0.0.1:20173,5,120
127.0.0.1:26829,4,24
127.0.0.1:20697,3,6
127.0.0.1:35021,2,2
127.0.0.1:35533,1,1
127.0.0.1:57548,20,2432902008176640000
127.0.0.1:61132,19,121645100408832000
127.0.0.1:2240,18,6402373705728000
127.0.0.1:64716,17,355687428096000
127.0.0.1:58060,16,20922789888000
127.0.0.1:717,15,1307674368000
127.0.0.1:1229,14,87178291200
127.0.0.1:29913,13,6227020800
127.0.0.1:6349,12,479001600
127.0.0.1:9933,11,39916800
127.0.0.1:13005,10,3628800
127.0.0.1:20685,9,362880
127.0.0.1:16589,8,40320
127.0.0.1:26317,7,5040
127.0.0.1:20173,6,720
127.0.0.1:26829,5,120
127.0.0.1:20697,4,24
127.0.0.1:35021,3,6
127.0.0.1:35533,2,2
127.0.0.1:29389,1,1
127.0.0.1:61132,20,2432902008176640000
127.0.0.1:2240,19,121645100408832000
127.0.0.1:64716,18,6402373705728000
127.0.0.1:58060,17,355687428096000
127.0.0.1:717,16,20922789888000
127.0.0.1:1229,15,1307674368000
127.0.0.1:29913,14,87178291200
127.0.0.1:6349,13,6227020800
127.0.0.1:9933,12,479001600
127.0.0.1:13005,11,39916800
127.0.0.1:20685,10,3628800
127.0.0.1:16589,9,362880
127.0.0.1:26317,8,40320
127.0.0.1:20173,7,5040
127.0.0.1:26829,6,720
127.0.0.1:20697,5,120
127.0.0.1:35021,4,24
127.0.0.1:35533,3,6
127.0.0.1:29389,2,2
127.0.0.1:30925,1,1
127.0.0.1:2240,20,2432902008176640000
127.0.0.1:64716,19,121645100408832000
127.0.0.1:58060,18,6402373705728000
127.0.0.1:717,17,355687428096000
127.0.0.1:1229,16,20922789888000
127.0.0.1:29913,15,1307674368000
127.0.0.1:6349,14,87178291200
127.0.0.1:9933,13,6227020800
127.0.0.1:13005,12,479001600
127.0.0.1:20685,11,39916800
127.0.0.1:16589,10,3628800
127.0.0.1:26317,9,362880
127.0.0.1:20173,8,40320
127.0.0.1:26829,7,5040
127.0.0.1:20697,6,720
127.0.0.1:35021,5,120
127.0.0.1:35533,4,24
127.0.0.1:29389,3,6
127.0.0.1:30925,2,2
127.0.0.1:39629,1,1
127.0.0.1:64716,20,2432902008176640000
127.0.0.1:58060,19,121645100408832000
127.0.0.1:717,18,6402373705728000
127.0.0.1:1229,17,355687428096000
127.0.0.1:29913,16,20922789888000
127.0.0.1:6349,15,1307674368000
127.0.0.1:9933,14,87178291200
127.0.0.1:13005,13,6227020800
127.0.0.1:20685,12,479001600
127.0.0.1:16589,11,39916800
127.0.0.1:26317,10,3628800
127.0.0.1:20173,9,362880
127.0.0.1:26829,8,40320
127.0.0.1:20697,7,5040
127.0.0.1:35021,6,720
127.0.0.1:35533,5,120
127.0.0.1:29389,4,24
127.0.0.1:30925,3,6
127.0.0.1:39629,2,2
127.0.0.1:45261,1,1
127.0.0.1:58060,20,2432902008176640000
127.0.0.1:717,19,121645100408832000
127.0.0.1:1229,18,6402373705728000
127.0.0.1:29913,17,355687428096000
127.0.0.1:6349,16,20922789888000
127.0.0.1:9933,15,1307674368000
127.0.0.1:13005,14,87178291200
127.0.0.1:20685,13,6227020800
127.0.0.1:16589,12,479001600
127.0.0.1:26317,11,39916800
127.0.0.1:20173,10,3628800
127.0.0.1:26829,9,362880
127.0.0.1:20697,8,40320
127.0.0.1:35021,7,5040
127.0.0.1:35533,6,720
127.0.0.1:29389,5,120
127.0.0.1:30925,4,24
127.0.0.1:39629,3,6
127.0.0.1:45261,2,2
127.0.0.1:40653,1,1
127.0.0.1:717,20,2432902008176640000
127.0.0.1:1229,19,121645100408832000
127.0.0.1:29913,18,6402373705728000
127.0.0.1:6349,17,355687428096000
127.0.0.1:9933,16,20922789888000
127.0.0.1:13005,15,1307674368000
127.0.0.1:20685,14,87178291200
127.0.0.1:16589,13,6227020800
127.0.0.1:26317,12,479001600
127.0.0.1:20173,11,39916800
127.0.0.1:26829,10,3628800
127.0.0.1:20697,9,362880
127.0.0.1:35021,8,40320
127.0.0.1:35533,7,5040
127.0.0.1:29389,6,720
127.0.0.1:30925,5,120
127.0.0.1:39629,4,24
127.0.0.1:45261,3,6
127.0.0.1:40653,2,2
127.0.0.1:40141,1,1
127.0.0.1:1229,20,2432902008176640000
127.0.0.1:29913,19,121645100408832000
127.0.0.1:6349,18,6402373705728000
127.0.0.1:9933,17,355687428096000
127.0.0.1:13005,16,20922789888000
127.0.0.1:20685,15,1307674368000
127.0.0.1:16589,14,87178291200
127.0.0.1:26317,13,6227020800
127.0.0.1:20173,12,479001600
127.0.0.1:26829,11,39916800
127.0.0.1:20697,10,3628800
127.0.0.1:35021,9,362880
127.0.0.1:35533,8,40320
127.0.0.1:29389,7,5040
127.0.0.1:30925,6,720
127.0.0.1:39629,5,120
127.0.0.1:45261,4,24
127.0.0.1:40653,3,6
127.0.0.1:40141,2,2
127.0.0.1:41677,1,1
127.0.0.1:29913,20,2432902008176640000
127.0.0.1:6349,19,121645100408832000
127.0.0.1:9933,18,6402373705728000
127.0.0.1:13005,17,355687428096000
127.0.0.1:20685,16,20922789888000
127.0.0.1:16589,15,1307674368000
127.0.0.1:26317,14,87178291200
127.0.0.1:20173,13,6227020800
127.0.0.1:26829,12,479001600
127.0.0.1:20697,11,39916800
127.0.0.1:35021,10,3628800
127.0.0.1:35533,9,362880
127.0.0.1:29389,8,40320
127.0.0.1:30925,7,5040
127.0.0.1:39629,6,720
127.0.0.1:45261,5,120
127.0.0.1:40653,4,24
127.0.0.1:40141,3,6
127.0.0.1:41677,2,2
127.0.0.1:48333,1,1
127.0.0.1:6349,20,2432902008176640000
127.0.0.1:9933,19,121645100408832000
127.0.0.1:13005,18,6402373705728000
127.0.0.1:20685,17,355687428096000
127.0.0.1:16589,16,20922789888000
127.0.0.1:26317,15,1307674368000
127.0.0.1:20173,14,87178291200
127.0.0.1:26829,13,6227020800
127.0.0.1:20697,12,479001600
127.0.0.1:35021,11,39916800
127.0.0.1:35533,10,3628800
127.0.0.1:29389,9,362880
127.0.0.1:30925,8,40320
127.0.0.1:39629,7,5040
127.0.0.1:45261,6,720
127.0.0.1:40653,5,120
127.0.0.1:40141,4,24
127.0.0.1:41677,3,6
127.0.0.1:48333,2,2
127.0.0.1:4737,1,1
127.0.0.1:9933,20,2432902008176640000
127.0.0.1:13005,19,121645100408832000
127.0.0.1:20685,18,6402373705728000
127.0.0.1:16589,17,355687428096000
127.0.0.1:26317,16,20922789888000
127.0.0.1:20173,15,1307674368000
127.0.0.1:26829,14,87178291200
127.0.0.1:20697,13,6227020800
127.0.0.1:35021,12,479001600
127.0.0.1:35533,11,39916800
127.0.0.1:29389,10,3628800
127.0.0.1:30925,9,362880
127.0.0.1:39629,8,40320
127.0.0.1:45261,7,5040
127.0.0.1:40653,6,720
127.0.0.1:40141,5,120
127.0.0.1:41677,4,24
127.0.0.1:48333,3,6
127.0.0.1:4737,2,2
127.0.0.1:51917,1,1
127.0.0.1:13005,20,2432902008176640000
127.0.0.1:20685,19,121645100408832000
127.0.0.1:16589,18,6402373705728000
127.0.0.1:26317,17,355687428096000
127.0.0.1:20173,16,20922789888000
127.0.0.1:26829,15,1307674368000
127.0.0.1:20697,14,87178291200
127.0.0.1:35021,13,6227020800
127.0.0.1:35533,12,479001600
127.0.0.1:29389,11,39916800
127.0.0.1:30925,10,3628800
127.0.0.1:39629,9,362880
127.0.0.1:45261,8,40320
127.0.0.1:40653,7,5040
127.0.0.1:40141,6,720
127.0.0.1:41677,5,120
127.0.0.1:48333,4,24
127.0.0.1:4737,3,6
127.0.0.1:51917,2,2
127.0.0.1:32393,1,1
127.0.0.1:20685,20,2432902008176640000
127.0.0.1:16589,19,121645100408832000
127.0.0.1:26317,18,6402373705728000
127.0.0.1:20173,17,355687428096000
127.0.0.1:26829,16,20922789888000
127.0.0.1:20697,15,1307674368000
127.0.0.1:35021,14,87178291200
127.0.0.1:35533,13,6227020800
127.0.0.1:29389,12,479001600
127.0.0.1:30925,11,39916800
127.0.0.1:39629,10,3628800
127.0.0.1:45261,9,362880
127.0.0.1:40653,8,40320
127.0.0.1:40141,7,5040
127.0.0.1:41677,6,720
127.0.0.1:48333,5,120
127.0.0.1:4737,4,24
127.0.0.1:51917,3,6
127.0.0.1:32393,2,2
127.0.0.1:65229,1,1
127.0.0.1:16589,20,2432902008176640000
127.0.0.1:26317,19,121645100408832000
127.0.0.1:20173,18,6402373705728000
127.0.0.1:26829,17,355687428096000
127.0.0.1:20697,16,20922789888000
127.0.0.1:35021,15,1307674368000
127.0.0.1:35533,14,87178291200
127.0.0.1:29389,13,6227020800
127.0.0.1:30925,12,479001600
127.0.0.1:39629,11,39916800
127.0.0.1:45261,10,3628800
127.0.0.1:40653,9,362880
127.0.0.1:40141,8,40320
127.0.0.1:41677,7,5040
127.0.0.1:48333,6,720
127.0.0.1:4737,5,120
127.0.0.1:51917,4,24
127.0.0.1:32393,3,6
127.0.0.1:65229,2,2
127.0.0.1:60621,1,1
127.0.0.1:26317,20,2432902008176640000
127.0.0.1:20173,19,121645100408832000
127.0.0.1:26829,18,6402373705728000
127.0.0.1:20697,17,355687428096000
127.0.0.1:35021,16,20922789888000
127.0.0.1:35533,15,1307674368000
127.0.0.1:29389,14,87178291200
127.0.0.1:30925,13,6227020800
127.0.0.1:39629,12,479001600
127.0.0.1:45261,11,39916800
127.0.0.1:40653,10,3628800
127.0.0.1:40141,9,362880
127.0.0.1:41677,8,40320
127.0.0.1:48333,7,5040
127.0.0.1:4737,6,720
127.0.0.1:51917,5,120
127.0.0.1:32393,4,24
127.0.0.1:65229,3,6
127.0.0.1:60621,2,2
127.0.0.1:61133,1,1
127.0.0.1:20173,20,2432902008176640000
127.0.0.1:26829,19,121645100408832000
127.0.0.1:20697,18,6402373705728000
127.0.0.1:35021,17,355687428096000
127.0.0.1:35533,16,20922789888000
127.0.0.1:29389,15,1307674368000
127.0.0.1:30925,14,87178291200
