Client,i,Factorial
127.0.0.1:10418,14,87178291200
127.0.0.1:12980,18,6402373705728000
127.0.0.1:3256,13,6227020800
127.0.0.1:41649,18,6402373705728000
127.0.0.1:42161,13,6227020800
127.0.0.1:6836,15,1307674368000
127.0.0.1:33460,16,20922789888000
127.0.0.1:37553,18,6402373705728000
127.0.0.1:8884,15,1307674368000
127.0.0.1:56497,17,355687428096000
127.0.0.1:22148,17,355687428096000
127.0.0.1:44215,15,1307674368000
127.0.0.1:64689,13,6227020800
127.0.0.1:47792,17,355687428096000
127.0.0.1:34994,15,1307674368000
127.0.0.1:7349,17,355687428096000
127.0.0.1:19125,18,6402373705728000
127.0.0.1:20148,19,121645100408832000
127.0.0.1:18102,12,479001600
127.0.0.1:32982,13,6227020800
127.0.0.1:51376,17,355687428096000
127.0.0.1:5299,17,355687428096000
127.0.0.1:3763,16,20922789888000
127.0.0.1:15538,16,20922789888000
127.0.0.1:27826,13,6227020800
127.0.0.1:23729,19,121645100408832000
127.0.0.1:18615,17,355687428096000
127.0.0.1:28339,12,479001600
127.0.0.1:49366,13,6227020800
127.0.0.1:35510,16,20922789888000
127.0.0.1:52916,18,6402373705728000
127.0.0.1:61617,20,2432902008176640000
127.0.0.1:33459,20,2432902008176640000
127.0.0.1:63670,20,2432902008176640000
127.0.0.1:51888,20,2432902008176640000
127.0.0.1:27827,15,1307674368000
127.0.0.1:64693,19,121645100408832000
127.0.0.1:6840,20,2432902008176640000
127.0.0.1:63668,20,2432902008176640000
127.0.0.1:55985,18,6402373705728000
127.0.0.1:52406,19,121645100408832000
127.0.0.1:54993,15,1307674368000
127.0.0.1:7862,19,121645100408832000
127.0.0.1:34999,20,2432902008176640000
127.0.0.1:30903,14,87178291200
127.0.0.1:15026,17,355687428096000
127.0.0.1:42676,20,2432902008176640000
127.0.0.1:37078,20,2432902008176640000
127.0.0.1:23734,19,121645100408832000
127.0.0.1:3766,13,6227020800
127.0.0.1:58039,16,20922789888000
127.0.0.1:21124,18,6402373705728000
127.0.0.1:183,15,1307674368000
127.0.0.1:32434,18,6402373705728000
127.0.0.1:41668,20,2432902008176640000
127.0.0.1:41652,17,355687428096000
127.0.0.1:25780,20,2432902008176640000
127.0.0.1:31926,12,479001600
127.0.0.1:12465,19,121645100408832000
127.0.0.1:19635,15,1307674368000
127.0.0.1:26293,20,2432902008176640000
127.0.0.1:28337,20,2432902008176640000
127.0.0.1:23734,20,2432902008176640000
127.0.0.1:60596,18,6402373705728000
127.0.0.1:21636,14,87178291200
127.0.0.1:42166,13,6227020800
127.0.0.1:51378,13,6227020800
127.0.0.1:47280,15,1307674368000
127.0.0.1:11953,20,2432902008176640000
127.0.0.1:24247,17,355687428096000
127.0.0.1:40627,16,20922789888000
127.0.0.1:31415,16,20922789888000
127.0.0.1:22194,15,1307674368000
127.0.0.1:41652,18,6402373705728000
127.0.0.1:30903,15,1307674368000
127.0.0.1:15026,18,6402373705728000
127.0.0.1:44215,16,20922789888000
127.0.0.1:21124,19,121645100408832000
127.0.0.1:3766,14,87178291200
127.0.0.1:58039,17,355687428096000
127.0.0.1:54993,16,20922789888000
127.0.0.1:32434,19,121645100408832000
127.0.0.1:64693,20,2432902008176640000
127.0.0.1:15538,17,355687428096000
127.0.0.1:183,16,20922789888000
127.0.0.1:7862,20,2432902008176640000
127.0.0.1:55985,19,121645100408832000
127.0.0.1:52406,20,2432902008176640000
127.0.0.1:27827,16,20922789888000
127.0.0.1:41649,19,121645100408832000
127.0.0.1:12980,19,121645100408832000
127.0.0.1:33460,17,355687428096000
127.0.0.1:49366,14,87178291200
127.0.0.1:37553,19,121645100408832000
127.0.0.1:35510,17,355687428096000
127.0.0.1:33458,7,5040
127.0.0.1:11446,13,6227020800
127.0.0.1:14514,12,479001600
127.0.0.1:1234,18,6402373705728000
127.0.0.1:37047,15,1307674368000
127.0.0.1:58544,16,20922789888000
127.0.0.1:3764,18,6402373705728000
127.0.0.1:24759,15,1307674368000
127.0.0.1:27318,16,20922789888000
127.0.0.1:47795,11,39916800
127.0.0.1:21172,20,2432902008176640000
127.0.0.1:23219,17,355687428096000
127.0.0.1:23787,18,6402373705728000
127.0.0.1:20148,20,2432902008176640000
127.0.0.1:46259,15,1307674368000
127.0.0.1:60597,14,87178291200
127.0.0.1:3763,17,355687428096000
127.0.0.1:10418,15,1307674368000
127.0.0.1:42677,12,479001600
127.0.0.1:32432,15,1307674368000
127.0.0.1:56502,13,6227020800
127.0.0.1:19125,19,121645100408832000
127.0.0.1:27826,14,87178291200
127.0.0.1:35509,17,355687428096000
127.0.0.1:8884,16,20922789888000
127.0.0.1:51376,18,6402373705728000
127.0.0.1:21169,16,20922789888000
127.0.0.1:18615,18,6402373705728000
127.0.0.1:56497,18,6402373705728000
127.0.0.1:32982,14,87178291200
127.0.0.1:42164,17,355687428096000
127.0.0.1:28339,13,6227020800
127.0.0.1:23729,20,2432902008176640000
127.0.0.1:7349,18,6402373705728000
127.0.0.1:5299,18,6402373705728000
127.0.0.1:3256,14,87178291200
127.0.0.1:41140,12,479001600
127.0.0.1:19636,18,6402373705728000
127.0.0.1:34997,14,87178291200
127.0.0.1:15542,16,20922789888000
127.0.0.1:45750,15,1307674368000
127.0.0.1:16053,16,20922789888000
127.0.0.1:44209,8,40320
127.0.0.1:34487,13,6227020800
127.0.0.1:18102,13,6227020800
127.0.0.1:47792,18,6402373705728000
127.0.0.1:11445,16,20922789888000
127.0.0.1:1727,15,1307674368000
127.0.0.1:28340,16,20922789888000
127.0.0.1:32947,12,479001600
127.0.0.1:49331,19,121645100408832000
127.0.0.1:50864,19,121645100408832000
127.0.0.1:43716,12,479001600
127.0.0.1:59060,15,1307674368000
127.0.0.1:25781,18,6402373705728000
127.0.0.1:9399,17,355687428096000
127.0.0.1:30389,17,355687428096000
127.0.0.1:48817,16,20922789888000
127.0.0.1:41156,18,6402373705728000
127.0.0.1:34994,16,20922789888000
127.0.0.1:6836,16,20922789888000
127.0.0.1:64689,14,87178291200
127.0.0.1:54965,17,355687428096000
127.0.0.1:3251,14,87178291200
127.0.0.1:43699,16,20922789888000
127.0.0.1:40624,13,6227020800
127.0.0.1:42161,14,87178291200
127.0.0.1:22148,18,6402373705728000
127.0.0.1:52916,19,121645100408832000
127.0.0.1:23733,17,355687428096000
127.0.0.1:24247,18,6402373705728000
127.0.0.1:183,17,355687428096000
127.0.0.1:49366,15,1307674368000
127.0.0.1:42166,14,87178291200
127.0.0.1:51378,14,87178291200
127.0.0.1:27827,17,355687428096000
127.0.0.1:15026,19,121645100408832000
127.0.0.1:12980,20,2432902008176640000
127.0.0.1:37047,16,20922789888000
127.0.0.1:15542,17,355687428096000
127.0.0.1:60596,19,121645100408832000
127.0.0.1:50864,20,2432902008176640000
127.0.0.1:14514,13,6227020800
127.0.0.1:11446,14,87178291200
127.0.0.1:48817,17,355687428096000
127.0.0.1:44215,17,355687428096000
127.0.0.1:47280,16,20922789888000
127.0.0.1:32947,13,6227020800
127.0.0.1:31926,13,6227020800
127.0.0.1:47792,19,121645100408832000
127.0.0.1:25781,19,121645100408832000
127.0.0.1:15538,18,6402373705728000
127.0.0.1:42161,15,1307674368000
127.0.0.1:41652,19,121645100408832000
127.0.0.1:16053,17,355687428096000
127.0.0.1:30389,18,6402373705728000
127.0.0.1:27318,17,355687428096000
127.0.0.1:54993,17,355687428096000
127.0.0.1:40627,17,355687428096000
127.0.0.1:34487,14,87178291200
127.0.0.1:51376,19,121645100408832000
127.0.0.1:33460,18,6402373705728000
127.0.0.1:60597,15,1307674368000
127.0.0.1:32432,16,20922789888000
127.0.0.1:1234,19,121645100408832000
127.0.0.1:21124,20,2432902008176640000
127.0.0.1:28340,17,355687428096000
127.0.0.1:35510,18,6402373705728000
127.0.0.1:23787,19,121645100408832000
127.0.0.1:21169,17,355687428096000
127.0.0.1:42164,18,6402373705728000
127.0.0.1:22148,19,121645100408832000
127.0.0.1:30903,16,20922789888000
127.0.0.1:44209,9,362880
127.0.0.1:45750,16,20922789888000
127.0.0.1:19635,16,20922789888000
127.0.0.1:47795,12,479001600
127.0.0.1:41140,13,6227020800
127.0.0.1:43699,17,355687428096000
127.0.0.1:1727,16,20922789888000
127.0.0.1:42677,13,6227020800
127.0.0.1:37553,20,2432902008176640000
127.0.0.1:33458,8,40320
127.0.0.1:41649,20,2432902008176640000
127.0.0.1:22194,16,20922789888000
127.0.0.1:58544,17,355687428096000
127.0.0.1:19636,19,121645100408832000
127.0.0.1:49331,20,2432902008176640000
127.0.0.1:34994,17,355687428096000
127.0.0.1:21636,15,1307674368000
127.0.0.1:64689,15,1307674368000
127.0.0.1:32434,20,2432902008176640000
127.0.0.1:11445,17,355687428096000
127.0.0.1:27826,15,1307674368000
127.0.0.1:18615,19,121645100408832000
127.0.0.1:34997,15,1307674368000
127.0.0.1:19125,20,2432902008176640000
127.0.0.1:41156,19,121645100408832000
127.0.0.1:24759,16,20922789888000
127.0.0.1:12465,20,2432902008176640000
127.0.0.1:23219,18,6402373705728000
127.0.0.1:31415,17,355687428096000
127.0.0.1:28339,14,87178291200
127.0.0.1:40624,14,87178291200
127.0.0.1:46259,16,20922789888000
127.0.0.1:9399,18,6402373705728000
127.0.0.1:56502,14,87178291200
127.0.0.1:54965,18,6402373705728000
127.0.0.1:3764,19,121645100408832000
127.0.0.1:10418,16,20922789888000
127.0.0.1:56497,19,121645100408832000
127.0.0.1:58039,18,6402373705728000
127.0.0.1:35509,18,6402373705728000
127.0.0.1:3256,15,1307674368000
127.0.0.1:18102,14,87178291200
127.0.0.1:59060,16,20922789888000
127.0.0.1:7349,19,121645100408832000
127.0.0.1:3251,15,1307674368000
127.0.0.1:3763,18,6402373705728000
127.0.0.1:32982,15,1307674368000
127.0.0.1:23733,18,6402373705728000
127.0.0.1:11446,15,1307674368000
127.0.0.1:55985,20,2432902008176640000
127.0.0.1:5299,19,121645100408832000
127.0.0.1:3766,15,1307674368000
127.0.0.1:49366,16,20922789888000
127.0.0.1:42166,15,1307674368000
127.0.0.1:24247,19,121645100408832000
127.0.0.1:8884,17,355687428096000
127.0.0.1:44215,18,6402373705728000
127.0.0.1:48817,18,6402373705728000
127.0.0.1:15026,20,2432902008176640000
127.0.0.1:27827,18,6402373705728000
127.0.0.1:51378,15,1307674368000
127.0.0.1:24759,17,355687428096000
127.0.0.1:33458,9,362880
127.0.0.1:3766,16,20922789888000
127.0.0.1:49366,17,355687428096000
127.0.0.1:15542,18,6402373705728000
127.0.0.1:54993,18,6402373705728000
127.0.0.1:3251,16,20922789888000
127.0.0.1:41140,14,87178291200
127.0.0.1:44215,19,121645100408832000
127.0.0.1:51376,20,2432902008176640000
127.0.0.1:35509,19,121645100408832000
127.0.0.1:32982,16,20922789888000
127.0.0.1:27318,18,6402373705728000
127.0.0.1:1234,20,2432902008176640000
127.0.0.1:14514,14,87178291200
127.0.0.1:30903,17,355687428096000
127.0.0.1:11446,16,20922789888000
127.0.0.1:7349,20,2432902008176640000
127.0.0.1:34997,16,20922789888000
127.0.0.1:28340,18,6402373705728000
127.0.0.1:15538,19,121645100408832000
127.0.0.1:59060,17,355687428096000
127.0.0.1:18102,15,1307674368000
127.0.0.1:33460,19,121645100408832000
127.0.0.1:23733,19,121645100408832000
127.0.0.1:24247,20,2432902008176640000
127.0.0.1:58544,18,6402373705728000
127.0.0.1:3763,19,121645100408832000
127.0.0.1:19635,17,355687428096000
127.0.0.1:5299,20,2432902008176640000
127.0.0.1:42161,16,20922789888000
127.0.0.1:54965,19,121645100408832000
127.0.0.1:8884,18,6402373705728000
127.0.0.1:31926,14,87178291200
127.0.0.1:34487,15,1307674368000
127.0.0.1:40624,15,1307674368000
127.0.0.1:22148,20,2432902008176640000
127.0.0.1:44209,10,3628800
127.0.0.1:27826,16,20922789888000
127.0.0.1:27827,19,121645100408832000
127.0.0.1:60597,16,20922789888000
127.0.0.1:3256,16,20922789888000
127.0.0.1:30389,19,121645100408832000
127.0.0.1:40627,18,6402373705728000
127.0.0.1:31415,18,6402373705728000
127.0.0.1:183,18,6402373705728000
127.0.0.1:1727,17,355687428096000
127.0.0.1:34994,18,6402373705728000
127.0.0.1:60596,20,2432902008176640000
127.0.0.1:32432,17,355687428096000
127.0.0.1:47280,17,355687428096000
127.0.0.1:21169,18,6402373705728000
127.0.0.1:47792,20,2432902008176640000
127.0.0.1:22194,17,355687428096000
127.0.0.1:56502,15,1307674368000
127.0.0.1:37047,17,355687428096000
127.0.0.1:58039,19,121645100408832000
127.0.0.1:25781,20,2432902008176640000
127.0.0.1:47795,13,6227020800
127.0.0.1:42677,14,87178291200
127.0.0.1:9399,19,121645100408832000
127.0.0.1:23787,20,2432902008176640000
127.0.0.1:41652,20,2432902008176640000
127.0.0.1:23219,19,121645100408832000
127.0.0.1:42166,16,20922789888000
127.0.0.1:16053,18,6402373705728000
127.0.0.1:35510,19,121645100408832000
127.0.0.1:51378,16,20922789888000
127.0.0.1:42164,19,121645100408832000
127.0.0.1:10418,17,355687428096000
127.0.0.1:19636,20,2432902008176640000
127.0.0.1:41156,20,2432902008176640000
127.0.0.1:56497,20,2432902008176640000
127.0.0.1:45750,17,355687428096000
127.0.0.1:21636,16,20922789888000
127.0.0.1:11445,18,6402373705728000
127.0.0.1:32947,14,87178291200
127.0.0.1:64689,16,20922789888000
127.0.0.1:3764,20,2432902008176640000
127.0.0.1:43699,18,6402373705728000
127.0.0.1:48817,19,121645100408832000
127.0.0.1:18615,20,2432902008176640000
127.0.0.1:46259,17,355687428096000
127.0.0.1:28339,15,1307674368000
127.0.0.1:54993,19,121645100408832000
127.0.0.1:24759,18,6402373705728000
127.0.0.1:3251,17,355687428096000
127.0.0.1:33458,10,3628800
127.0.0.1:41140,15,1307674368000
127.0.0.1:30903,18,6402373705728000
127.0.0.1:27318,19,121645100408832000
127.0.0.1:44215,20,2432902008176640000
127.0.0.1:14514,15,1307674368000
127.0.0.1:32982,17,355687428096000
127.0.0.1:49366,18,6402373705728000
127.0.0.1:11446,17,355687428096000
127.0.0.1:23733,20,2432902008176640000
127.0.0.1:3766,17,355687428096000
127.0.0.1:15542,19,121645100408832000
127.0.0.1:35509,20,2432902008176640000
127.0.0.1:59060,18,6402373705728000
127.0.0.1:15538,20,2432902008176640000
127.0.0.1:18102,16,20922789888000
127.0.0.1:34997,17,355687428096000
127.0.0.1:28340,19,121645100408832000
127.0.0.1:33460,20,2432902008176640000
127.0.0.1:19635,18,6402373705728000
127.0.0.1:58544,19,121645100408832000
127.0.0.1:3763,20,2432902008176640000
127.0.0.1:22194,18,6402373705728000
127.0.0.1:41140,16,20922789888000
127.0.0.1:28339,16,20922789888000
127.0.0.1:8884,19,121645100408832000
127.0.0.1:11446,18,6402373705728000
127.0.0.1:34997,18,6402373705728000
127.0.0.1:54993,20,2432902008176640000
127.0.0.1:42161,17,355687428096000
127.0.0.1:30389,20,2432902008176640000
127.0.0.1:3251,18,6402373705728000
127.0.0.1:27318,20,2432902008176640000
127.0.0.1:58544,20,2432902008176640000
127.0.0.1:43699,19,121645100408832000
127.0.0.1:47280,18,6402373705728000
127.0.0.1:42166,17,355687428096000
127.0.0.1:47795,14,87178291200
127.0.0.1:31926,15,1307674368000
127.0.0.1:28340,20,2432902008176640000
127.0.0.1:42164,20,2432902008176640000
127.0.0.1:14514,16,20922789888000
127.0.0.1:37047,18,6402373705728000
127.0.0.1:64689,17,355687428096000
127.0.0.1:15542,20,2432902008176640000
127.0.0.1:45750,18,6402373705728000
127.0.0.1:56502,16,20922789888000
127.0.0.1:18102,17,355687428096000
127.0.0.1:34487,16,20922789888000
127.0.0.1:32432,18,6402373705728000
127.0.0.1:44209,11,39916800
127.0.0.1:48817,20,2432902008176640000
127.0.0.1:42677,15,1307674368000
127.0.0.1:46259,18,6402373705728000
127.0.0.1:60597,17,355687428096000
127.0.0.1:183,19,121645100408832000
127.0.0.1:23219,20,2432902008176640000
127.0.0.1:40624,16,20922789888000
127.0.0.1:3256,17,355687428096000
127.0.0.1:42161,18,6402373705728000
127.0.0.1:32982,18,6402373705728000
127.0.0.1:33458,11,39916800
127.0.0.1:40627,19,121645100408832000
127.0.0.1:22194,19,121645100408832000
127.0.0.1:54965,20,2432902008176640000
127.0.0.1:1727,18,6402373705728000
127.0.0.1:21169,19,121645100408832000
127.0.0.1:24759,19,121645100408832000
127.0.0.1:42166,18,6402373705728000
127.0.0.1:49366,19,121645100408832000
127.0.0.1:27826,17,355687428096000
127.0.0.1:51378,17,355687428096000
127.0.0.1:3766,18,6402373705728000
127.0.0.1:34994,19,121645100408832000
127.0.0.1:35510,20,2432902008176640000
127.0.0.1:58039,20,2432902008176640000
127.0.0.1:30903,19,121645100408832000
127.0.0.1:32947,15,1307674368000
127.0.0.1:31415,19,121645100408832000
127.0.0.1:21636,17,355687428096000
127.0.0.1:9399,20,2432902008176640000
127.0.0.1:27827,20,2432902008176640000
127.0.0.1:59060,19,121645100408832000
127.0.0.1:10418,18,6402373705728000
127.0.0.1:11445,19,121645100408832000
127.0.0.1:16053,19,121645100408832000
127.0.0.1:19635,19,121645100408832000
127.0.0.1:47795,15,1307674368000
127.0.0.1:37047,19,121645100408832000
127.0.0.1:32432,19,121645100408832000
127.0.0.1:8884,20,2432902008176640000
127.0.0.1:31926,16,20922789888000
127.0.0.1:45750,19,121645100408832000
127.0.0.1:43699,20,2432902008176640000
127.0.0.1:3251,19,121645100408832000
127.0.0.1:28339,17,355687428096000
127.0.0.1:41140,17,355687428096000
127.0.0.1:64689,18,6402373705728000
127.0.0.1:34997,19,121645100408832000
127.0.0.1:11446,19,121645100408832000
127.0.0.1:56502,17,355687428096000
127.0.0.1:18102,18,6402373705728000
127.0.0.1:42677,16,20922789888000
127.0.0.1:14514,17,355687428096000
127.0.0.1:183,20,2432902008176640000
127.0.0.1:46259,19,121645100408832000
127.0.0.1:47280,19,121645100408832000
127.0.0.1:34487,17,355687428096000
127.0.0.1:12471,9,362880
127.0.0.1:33972,14,87178291200
127.0.0.1:1208,15,1307674368000
127.0.0.1:34485,20,2432902008176640000
127.0.0.1:55988,18,6402373705728000
127.0.0.1:12467,13,6227020800
127.0.0.1:61623,11,39916800
127.0.0.1:12956,17,355687428096000
127.0.0.1:1713,12,479001600
127.0.0.1:22199,16,20922789888000
127.0.0.1:43716,13,6227020800
127.0.0.1:57010,20,2432902008176640000
127.0.0.1:6836,17,355687428096000
127.0.0.1:52916,20,2432902008176640000
127.0.0.1:3251,20,2432902008176640000
127.0.0.1:33458,12,479001600
127.0.0.1:59060,20,2432902008176640000
127.0.0.1:37047,20,2432902008176640000
127.0.0.1:42166,19,121645100408832000
127.0.0.1:21636,18,6402373705728000
127.0.0.1:21169,20,2432902008176640000
127.0.0.1:3256,18,6402373705728000
127.0.0.1:31926,17,355687428096000
127.0.0.1:51378,18,6402373705728000
127.0.0.1:40627,20,2432902008176640000
127.0.0.1:24759,20,2432902008176640000
127.0.0.1:45750,20,2432902008176640000
127.0.0.1:34997,20,2432902008176640000
127.0.0.1:28339,18,6402373705728000
127.0.0.1:22194,20,2432902008176640000
127.0.0.1:11446,20,2432902008176640000
127.0.0.1:30903,20,2432902008176640000
127.0.0.1:64689,19,121645100408832000
127.0.0.1:32947,16,20922789888000
127.0.0.1:44209,12,479001600
127.0.0.1:16053,20,2432902008176640000
127.0.0.1:12956,18,6402373705728000
127.0.0.1:19635,20,2432902008176640000
127.0.0.1:11445,20,2432902008176640000
127.0.0.1:47795,16,20922789888000
127.0.0.1:31415,20,2432902008176640000
127.0.0.1:1727,19,121645100408832000
127.0.0.1:27826,18,6402373705728000
127.0.0.1:40624,17,355687428096000
127.0.0.1:41140,18,6402373705728000
127.0.0.1:56502,18,6402373705728000
127.0.0.1:42161,19,121645100408832000
127.0.0.1:32432,20,2432902008176640000
127.0.0.1:22199,17,355687428096000
127.0.0.1:10418,19,121645100408832000
127.0.0.1:12467,14,87178291200
127.0.0.1:49366,20,2432902008176640000
127.0.0.1:32982,19,121645100408832000
127.0.0.1:18102,19,121645100408832000
127.0.0.1:34994,20,2432902008176640000
127.0.0.1:3766,19,121645100408832000
127.0.0.1:60597,18,6402373705728000
127.0.0.1:34487,18,6402373705728000
127.0.0.1:55988,19,121645100408832000
127.0.0.1:46259,20,2432902008176640000
127.0.0.1:42677,17,355687428096000
127.0.0.1:61623,12,479001600
127.0.0.1:43716,14,87178291200
127.0.0.1:6836,18,6402373705728000
127.0.0.1:1208,16,20922789888000
127.0.0.1:1713,13,6227020800
127.0.0.1:33972,15,1307674368000
127.0.0.1:12471,10,3628800
127.0.0.1:47280,20,2432902008176640000
127.0.0.1:14514,18,6402373705728000
127.0.0.1:64689,20,2432902008176640000
127.0.0.1:21636,19,121645100408832000
127.0.0.1:3256,19,121645100408832000
127.0.0.1:28339,19,121645100408832000
127.0.0.1:42166,20,2432902008176640000
127.0.0.1:33458,13,6227020800
127.0.0.1:44209,13,6227020800
127.0.0.1:31926,18,6402373705728000
127.0.0.1:42161,20,2432902008176640000
127.0.0.1:51378,19,121645100408832000
127.0.0.1:10418,20,2432902008176640000
127.0.0.1:18102,20,2432902008176640000
127.0.0.1:56502,19,121645100408832000
127.0.0.1:41140,19,121645100408832000
127.0.0.1:3766,20,2432902008176640000
127.0.0.1:32947,17,355687428096000
127.0.0.1:12467,15,1307674368000
127.0.0.1:60597,19,121645100408832000
127.0.0.1:34487,19,121645100408832000
127.0.0.1:40624,18,6402373705728000
127.0.0.1:47795,17,355687428096000
127.0.0.1:12956,19,121645100408832000
127.0.0.1:1727,20,2432902008176640000
127.0.0.1:22199,18,6402373705728000
127.0.0.1:32982,20,2432902008176640000
127.0.0.1:27826,19,121645100408832000
127.0.0.1:42677,18,6402373705728000
127.0.0.1:55988,20,2432902008176640000
127.0.0.1:61623,13,6227020800
127.0.0.1:43716,15,1307674368000
127.0.0.1:61623,14,87178291200
127.0.0.1:1208,17,355687428096000
127.0.0.1:6836,19,121645100408832000
127.0.0.1:1713,14,87178291200
127.0.0.1:27826,20,2432902008176640000
127.0.0.1:22199,19,121645100408832000
127.0.0.1:34487,20,2432902008176640000
127.0.0.1:12467,16,20922789888000
127.0.0.1:47795,18,6402373705728000
127.0.0.1:41140,20,2432902008176640000
127.0.0.1:12956,20,2432902008176640000
127.0.0.1:51378,20,2432902008176640000
127.0.0.1:32947,18,6402373705728000
127.0.0.1:42677,19,121645100408832000
127.0.0.1:44209,14,87178291200
127.0.0.1:12471,11,39916800
127.0.0.1:33458,14,87178291200
127.0.0.1:56502,20,2432902008176640000
127.0.0.1:40624,19,121645100408832000
127.0.0.1:21636,20,2432902008176640000
127.0.0.1:60597,20,2432902008176640000
127.0.0.1:43716,16,20922789888000
127.0.0.1:33972,16,20922789888000
127.0.0.1:14514,19,121645100408832000
127.0.0.1:3256,20,2432902008176640000
127.0.0.1:12467,17,355687428096000
127.0.0.1:47795,19,121645100408832000
127.0.0.1:6836,20,2432902008176640000
127.0.0.1:32947,19,121645100408832000
127.0.0.1:28339,20,2432902008176640000
127.0.0.1:42677,20,2432902008176640000
127.0.0.1:31926,19,121645100408832000
127.0.0.1:1713,15,1307674368000
127.0.0.1:1208,18,6402373705728000
127.0.0.1:61623,15,1307674368000
127.0.0.1:40624,20,2432902008176640000
127.0.0.1:14514,20,2432902008176640000
127.0.0.1:22199,20,2432902008176640000
127.0.0.1:12467,18,6402373705728000
127.0.0.1:47795,20,2432902008176640000
127.0.0.1:32947,20,2432902008176640000
127.0.0.1:44209,15,1307674368000
127.0.0.1:12471,12,479001600
127.0.0.1:33458,15,1307674368000
127.0.0.1:1208,19,121645100408832000
127.0.0.1:43716,17,355687428096000
127.0.0.1:33972,17,355687428096000
127.0.0.1:12467,19,121645100408832000
127.0.0.1:31926,20,2432902008176640000
127.0.0.1:1713,16,20922789888000
127.0.0.1:61623,16,20922789888000
127.0.0.1:1208,20,2432902008176640000
127.0.0.1:33972,18,6402373705728000
127.0.0.1:12467,20,2432902008176640000
127.0.0.1:44209,16,20922789888000
127.0.0.1:12471,13,6227020800
127.0.0.1:33458,16,20922789888000
127.0.0.1:61623,17,355687428096000
127.0.0.1:43716,18,6402373705728000
127.0.0.1:33972,19,121645100408832000
127.0.0.1:44209,17,355687428096000
127.0.0.1:1713,17,355687428096000
127.0.0.1:61623,18,6402373705728000
127.0.0.1:43716,19,121645100408832000
127.0.0.1:44209,18,6402373705728000
127.0.0.1:33972,20,2432902008176640000
127.0.0.1:12471,14,87178291200
127.0.0.1:33458,17,355687428096000
127.0.0.1:61623,19,121645100408832000
127.0.0.1:43716,20,2432902008176640000
127.0.0.1:44209,19,121645100408832000
127.0.0.1:12471,15,1307674368000
127.0.0.1:1713,18,6402373705728000
127.0.0.1:61623,20,2432902008176640000
127.0.0.1:44209,20,2432902008176640000
127.0.0.1:12471,16,20922789888000
127.0.0.1:33458,18,6402373705728000
127.0.0.1:12471,17,355687428096000
127.0.0.1:1713,19,121645100408832000
127.0.0.1:1713,20,2432902008176640000
127.0.0.1:12471,18,6402373705728000
127.0.0.1:33458,19,121645100408832000
127.0.0.1:12471,19,121645100408832000
127.0.0.1:33458,20,2432902008176640000
127.0.0.1:12471,20,2432902008176640000
