Client,i,Factorial
127.0.0.1:26293,11,39916800
127.0.0.1:7349,6,720
127.0.0.1:32434,5,120
127.0.0.1:34999,10,3628800
127.0.0.1:57010,11,39916800
127.0.0.1:58035,12,479001600
127.0.0.1:60598,12,479001600
127.0.0.1:41649,11,39916800
127.0.0.1:9963,14,87178291200
127.0.0.1:9912,16,20922789888000
127.0.0.1:15543,18,6402373705728000
127.0.0.1:50867,10,3628800
127.0.0.1:26293,12,479001600
127.0.0.1:48306,12,479001600
127.0.0.1:20657,18,6402373705728000
127.0.0.1:33460,8,40320
127.0.0.1:47793,18,6402373705728000
127.0.0.1:42677,5,120
127.0.0.1:59056,12,479001600
127.0.0.1:23222,15,1307674368000
127.0.0.1:20660,12,479001600
127.0.0.1:49331,11,39916800
127.0.0.1:55988,12,479001600
127.0.0.1:30390,16,20922789888000
127.0.0.1:35509,8,40320
127.0.0.1:19636,11,39916800
127.0.0.1:26803,19,121645100408832000
127.0.0.1:1201,11,39916800
127.0.0.1:64694,8,40320
127.0.0.1:14514,5,120
127.0.0.1:37553,8,40320
127.0.0.1:3764,11,39916800
127.0.0.1:64180,16,20922789888000
127.0.0.1:25780,12,479001600
127.0.0.1:3251,8,40320
127.0.0.1:50864,12,479001600
127.0.0.1:23787,10,3628800
127.0.0.1:58544,9,362880
127.0.0.1:54965,10,3628800
127.0.0.1:32470,13,6227020800
127.0.0.1:41156,9,362880
127.0.0.1:34485,16,20922789888000
127.0.0.1:32946,14,87178291200
127.0.0.1:31920,14,87178291200
127.0.0.1:54964,15,1307674368000
127.0.0.1:46775,17,355687428096000
127.0.0.1:32947,5,120
127.0.0.1:11445,9,362880
127.0.0.1:32432,8,40320
127.0.0.1:20148,13,6227020800
127.0.0.1:34999,11,39916800
127.0.0.1:25781,9,362880
127.0.0.1:51895,14,87178291200
127.0.0.1:42164,10,3628800
127.0.0.1:51376,8,40320
127.0.0.1:33459,9,362880
127.0.0.1:22199,8,40320
127.0.0.1:30389,10,3628800
127.0.0.1:1713,8,40320
127.0.0.1:23217,15,1307674368000
127.0.0.1:62642,17,355687428096000
127.0.0.1:61623,6,720
127.0.0.1:40627,8,40320
127.0.0.1:41169,17,355687428096000
127.0.0.1:34994,9,362880
127.0.0.1:57522,10,3628800
127.0.0.1:19125,9,362880
127.0.0.1:8884,8,40320
127.0.0.1:12980,12,479001600
127.0.0.1:63669,17,355687428096000
127.0.0.1:63668,7,5040
127.0.0.1:43716,5,120
127.0.0.1:38067,18,6402373705728000
127.0.0.1:27831,16,20922789888000
127.0.0.1:53429,10,3628800
127.0.0.1:27318,9,362880
127.0.0.1:3256,7,5040
127.0.0.1:57009,11,39916800
127.0.0.1:62647,14,87178291200
127.0.0.1:49333,11,39916800
127.0.0.1:64693,8,40320
127.0.0.1:28337,13,6227020800
127.0.0.1:52917,15,1307674368000
127.0.0.1:41681,13,6227020800
127.0.0.1:32434,6,720
127.0.0.1:18614,17,355687428096000
127.0.0.1:6836,7,5040
127.0.0.1:48819,8,40320
127.0.0.1:62130,14,87178291200
127.0.0.1:178,16,20922789888000
127.0.0.1:33969,16,20922789888000
127.0.0.1:35510,6,720
127.0.0.1:9399,10,3628800
127.0.0.1:28340,9,362880
127.0.0.1:23733,10,3628800
127.0.0.1:20612,16,20922789888000
127.0.0.1:16053,9,362880
127.0.0.1:37557,10,3628800
127.0.0.1:60596,9,362880
127.0.0.1:52406,8,40320
127.0.0.1:56498,17,355687428096000
127.0.0.1:50871,15,1307674368000
127.0.0.1:57010,12,479001600
127.0.0.1:58039,8,40320
127.0.0.1:52916,8,40320
127.0.0.1:29877,15,1307674368000
127.0.0.1:12979,14,87178291200
127.0.0.1:41668,7,5040
127.0.0.1:40631,14,87178291200
127.0.0.1:42166,9,362880
127.0.0.1:51379,11,39916800
127.0.0.1:27827,7,5040
127.0.0.1:63154,20,2432902008176640000
127.0.0.1:39604,15,1307674368000
127.0.0.1:18102,6,720
127.0.0.1:41652,9,362880
127.0.0.1:22194,8,40320
127.0.0.1:41140,5,120
127.0.0.1:64182,14,87178291200
127.0.0.1:26290,10,3628800
127.0.0.1:63670,10,3628800
127.0.0.1:51888,6,720
127.0.0.1:43189,14,87178291200
127.0.0.1:31926,5,120
127.0.0.1:24247,10,3628800
127.0.0.1:36022,17,355687428096000
127.0.0.1:48307,8,40320
127.0.0.1:65201,15,1307674368000
127.0.0.1:21636,7,5040
127.0.0.1:15541,16,20922789888000
127.0.0.1:18615,6,720
127.0.0.1:21124,5,120
127.0.0.1:45750,6,720
127.0.0.1:33972,9,362880
127.0.0.1:48817,9,362880
127.0.0.1:15542,7,5040
127.0.0.1:23729,6,720
127.0.0.1:42161,5,120
127.0.0.1:21172,7,5040
127.0.0.1:31415,9,362880
127.0.0.1:46259,8,40320
127.0.0.1:12467,7,5040
127.0.0.1:56497,8,40320
127.0.0.1:23734,10,3628800
127.0.0.1:4275,11,39916800
127.0.0.1:61105,9,362880
127.0.0.1:60598,13,6227020800
127.0.0.1:41649,12,479001600
127.0.0.1:9963,15,1307674368000
127.0.0.1:9912,17,355687428096000
127.0.0.1:15543,19,121645100408832000
127.0.0.1:50867,11,39916800
127.0.0.1:7349,7,5040
127.0.0.1:58035,13,6227020800
127.0.0.1:32439,9,362880
127.0.0.1:22148,9,362880
127.0.0.1:41649,13,6227020800
127.0.0.1:48306,13,6227020800
127.0.0.1:20657,19,121645100408832000
127.0.0.1:26293,13,6227020800
127.0.0.1:32439,10,3628800
127.0.0.1:4275,12,479001600
127.0.0.1:56497,9,362880
127.0.0.1:61105,10,3628800
127.0.0.1:31415,10,3628800
127.0.0.1:46259,9,362880
127.0.0.1:45750,7,5040
127.0.0.1:7349,8,40320
127.0.0.1:22148,10,3628800
127.0.0.1:58035,14,87178291200
127.0.0.1:15543,20,2432902008176640000
127.0.0.1:23729,7,5040
127.0.0.1:12467,8,40320
127.0.0.1:23734,11,39916800
127.0.0.1:50867,12,479001600
127.0.0.1:60598,14,87178291200
127.0.0.1:9963,16,20922789888000
127.0.0.1:21172,8,40320
127.0.0.1:9912,18,6402373705728000
127.0.0.1:32434,7,5040
127.0.0.1:35510,7,5040
127.0.0.1:20148,14,87178291200
127.0.0.1:26290,11,39916800
127.0.0.1:42161,6,720
127.0.0.1:28337,14,87178291200
127.0.0.1:20612,17,355687428096000
127.0.0.1:27827,8,40320
127.0.0.1:41156,10,3628800
127.0.0.1:18615,7,5040
127.0.0.1:30389,11,39916800
127.0.0.1:57009,12,479001600
127.0.0.1:42677,6,720
127.0.0.1:57010,13,6227020800
127.0.0.1:21124,6,720
127.0.0.1:49333,12,479001600
127.0.0.1:29877,16,20922789888000
127.0.0.1:53429,11,39916800
127.0.0.1:9399,11,39916800
127.0.0.1:32946,15,1307674368000
127.0.0.1:18102,7,5040
127.0.0.1:55988,13,6227020800
127.0.0.1:51888,7,5040
127.0.0.1:18614,18,6402373705728000
127.0.0.1:42166,10,3628800
127.0.0.1:40631,15,1307674368000
127.0.0.1:41668,8,40320
127.0.0.1:33969,17,355687428096000
127.0.0.1:60596,10,3628800
127.0.0.1:16053,10,3628800
127.0.0.1:57522,11,39916800
127.0.0.1:15541,17,355687428096000
127.0.0.1:25781,10,3628800
127.0.0.1:59056,13,6227020800
127.0.0.1:33460,9,362880
127.0.0.1:31926,6,720
127.0.0.1:28340,10,3628800
127.0.0.1:25780,13,6227020800
127.0.0.1:27831,17,355687428096000
127.0.0.1:1201,12,479001600
127.0.0.1:64180,17,355687428096000
127.0.0.1:11445,10,3628800
127.0.0.1:20660,13,6227020800
127.0.0.1:52406,9,362880
127.0.0.1:19125,10,3628800
127.0.0.1:50864,13,6227020800
127.0.0.1:37553,9,362880
127.0.0.1:36022,18,6402373705728000
127.0.0.1:56498,18,6402373705728000
127.0.0.1:41652,10,3628800
127.0.0.1:33459,10,3628800
127.0.0.1:23787,11,39916800
127.0.0.1:43716,6,720
127.0.0.1:23217,16,20922789888000
127.0.0.1:3764,12,479001600
127.0.0.1:52916,9,362880
127.0.0.1:65201,16,20922789888000
127.0.0.1:41140,6,720
127.0.0.1:8884,9,362880
127.0.0.1:22194,9,362880
127.0.0.1:41169,18,6402373705728000
127.0.0.1:63668,8,40320
127.0.0.1:27318,10,3628800
127.0.0.1:12980,13,6227020800
127.0.0.1:46775,18,6402373705728000
127.0.0.1:62647,15,1307674368000
127.0.0.1:48819,9,362880
127.0.0.1:41681,14,87178291200
127.0.0.1:47793,19,121645100408832000
127.0.0.1:26803,20,2432902008176640000
127.0.0.1:51376,9,362880
127.0.0.1:63670,11,39916800
127.0.0.1:35509,9,362880
127.0.0.1:49331,12,479001600
127.0.0.1:62642,18,6402373705728000
127.0.0.1:43189,15,1307674368000
127.0.0.1:40627,9,362880
127.0.0.1:54965,11,39916800
127.0.0.1:33972,10,3628800
127.0.0.1:23733,11,39916800
127.0.0.1:12979,15,1307674368000
127.0.0.1:34485,17,355687428096000
127.0.0.1:54964,16,20922789888000
127.0.0.1:37557,11,39916800
127.0.0.1:38067,19,121645100408832000
127.0.0.1:19636,12,479001600
127.0.0.1:64182,15,1307674368000
127.0.0.1:1713,9,362880
127.0.0.1:42164,11,39916800
127.0.0.1:52917,16,20922789888000
127.0.0.1:63669,18,6402373705728000
127.0.0.1:24247,11,39916800
127.0.0.1:50871,16,20922789888000
127.0.0.1:21636,8,40320
127.0.0.1:32432,9,362880
127.0.0.1:51895,15,1307674368000
127.0.0.1:64693,9,362880
127.0.0.1:58544,10,3628800
127.0.0.1:62130,15,1307674368000
127.0.0.1:34999,12,479001600
127.0.0.1:34994,10,3628800
127.0.0.1:31920,15,1307674368000
127.0.0.1:178,17,355687428096000
127.0.0.1:32470,14,87178291200
127.0.0.1:3251,9,362880
127.0.0.1:3256,8,40320
127.0.0.1:64694,9,362880
127.0.0.1:23222,16,20922789888000
127.0.0.1:30390,17,355687428096000
127.0.0.1:14514,6,720
127.0.0.1:61623,7,5040
127.0.0.1:15542,8,40320
127.0.0.1:6836,8,40320
127.0.0.1:51379,12,479001600
127.0.0.1:39604,16,20922789888000
127.0.0.1:32947,6,720
127.0.0.1:48817,10,3628800
127.0.0.1:58039,9,362880
127.0.0.1:22199,9,362880
127.0.0.1:48307,9,362880
127.0.0.1:28340,11,39916800
127.0.0.1:33972,11,39916800
127.0.0.1:27831,18,6402373705728000
127.0.0.1:49333,13,6227020800
127.0.0.1:40631,16,20922789888000
127.0.0.1:33969,18,6402373705728000
127.0.0.1:18614,19,121645100408832000
127.0.0.1:52406,10,3628800
127.0.0.1:50867,13,6227020800
127.0.0.1:30389,12,479001600
127.0.0.1:32946,16,20922789888000
127.0.0.1:18615,8,40320
127.0.0.1:41156,11,39916800
127.0.0.1:31926,7,5040
127.0.0.1:23729,8,40320
127.0.0.1:59056,14,87178291200
127.0.0.1:18102,8,40320
127.0.0.1:9399,12,479001600
127.0.0.1:50864,14,87178291200
127.0.0.1:9963,17,355687428096000
127.0.0.1:12467,9,362880
127.0.0.1:41668,9,362880
127.0.0.1:32434,8,40320
127.0.0.1:57009,13,6227020800
127.0.0.1:11445,11,39916800
127.0.0.1:4275,13,6227020800
127.0.0.1:40627,10,3628800
127.0.0.1:58544,11,39916800
127.0.0.1:15541,18,6402373705728000
127.0.0.1:21172,9,362880
127.0.0.1:50871,17,355687428096000
127.0.0.1:32439,11,39916800
127.0.0.1:34994,11,39916800
127.0.0.1:22199,10,3628800
127.0.0.1:32432,10,3628800
127.0.0.1:20148,15,1307674368000
127.0.0.1:64693,10,3628800
127.0.0.1:53429,12,479001600
127.0.0.1:54965,12,479001600
127.0.0.1:38067,20,2432902008176640000
127.0.0.1:15542,9,362880
127.0.0.1:37553,10,3628800
127.0.0.1:56497,10,3628800
127.0.0.1:14514,7,5040
127.0.0.1:57522,12,479001600
127.0.0.1:20660,14,87178291200
127.0.0.1:58035,15,1307674368000
127.0.0.1:25781,11,39916800
127.0.0.1:56498,19,121645100408832000
127.0.0.1:26293,14,87178291200
127.0.0.1:16053,11,39916800
127.0.0.1:3251,10,3628800
127.0.0.1:43189,16,20922789888000
127.0.0.1:23787,12,479001600
127.0.0.1:47793,20,2432902008176640000
127.0.0.1:41681,15,1307674368000
127.0.0.1:7349,9,362880
127.0.0.1:26290,12,479001600
127.0.0.1:64694,10,3628800
127.0.0.1:48306,14,87178291200
127.0.0.1:65201,17,355687428096000
127.0.0.1:19636,13,6227020800
127.0.0.1:41649,14,87178291200
127.0.0.1:20657,20,2432902008176640000
127.0.0.1:55988,14,87178291200
127.0.0.1:27318,11,39916800
127.0.0.1:29877,17,355687428096000
127.0.0.1:51376,10,3628800
127.0.0.1:9912,19,121645100408832000
127.0.0.1:51379,13,6227020800
127.0.0.1:61105,11,39916800
127.0.0.1:22194,10,3628800
127.0.0.1:3764,13,6227020800
127.0.0.1:21124,7,5040
127.0.0.1:51888,8,40320
127.0.0.1:49331,13,6227020800
127.0.0.1:21636,9,362880
127.0.0.1:20612,18,6402373705728000
127.0.0.1:32947,7,5040
127.0.0.1:43716,7,5040
127.0.0.1:42677,7,5040
127.0.0.1:57010,14,87178291200
127.0.0.1:48307,10,3628800
127.0.0.1:60596,11,39916800
127.0.0.1:35510,8,40320
127.0.0.1:31415,11,39916800
127.0.0.1:3256,9,362880
127.0.0.1:12980,14,87178291200
127.0.0.1:46259,10,3628800
127.0.0.1:48819,10,3628800
127.0.0.1:23733,12,479001600
127.0.0.1:46775,19,121645100408832000
127.0.0.1:48817,11,39916800
127.0.0.1:42164,12,479001600
127.0.0.1:23217,17,355687428096000
127.0.0.1:45750,8,40320
127.0.0.1:37557,12,479001600
127.0.0.1:41140,7,5040
127.0.0.1:63668,9,362880
127.0.0.1:52917,17,355687428096000
127.0.0.1:54964,17,355687428096000
127.0.0.1:24247,12,479001600
127.0.0.1:31920,16,20922789888000
127.0.0.1:28337,15,1307674368000
127.0.0.1:37047,10,3628800
127.0.0.1:42676,10,3628800
127.0.0.1:42193,10,3628800
127.0.0.1:1727,5,120
127.0.0.1:21169,11,39916800
127.0.0.1:60597,9,362880
127.0.0.1:44215,4,24
127.0.0.1:1208,9,362880
127.0.0.1:11446,8,40320
127.0.0.1:12465,10,3628800
127.0.0.1:49366,3,6
127.0.0.1:15026,6,720
127.0.0.1:15538,6,720
127.0.0.1:47280,10,3628800
127.0.0.1:27826,3,6
127.0.0.1:33459,11,39916800
127.0.0.1:5299,9,362880
127.0.0.1:11953,9,362880
127.0.0.1:1234,11,39916800
127.0.0.1:3763,5,120
127.0.0.1:54993,3,6
127.0.0.1:183,4,24
127.0.0.1:30903,3,6
127.0.0.1:48305,10,3628800
127.0.0.1:37078,10,3628800
127.0.0.1:23219,12,479001600
127.0.0.1:44209,3,6
127.0.0.1:40624,3,6
127.0.0.1:7862,10,3628800
127.0.0.1:24759,4,24
127.0.0.1:34487,3,6
127.0.0.1:45746,10,3628800
127.0.0.1:64689,9,362880
127.0.0.1:12471,3,6
127.0.0.1:3713,10,3628800
127.0.0.1:61618,10,3628800
127.0.0.1:28339,3,6
127.0.0.1:12956,11,39916800
127.0.0.1:47795,5,120
127.0.0.1:52458,10,3628800
127.0.0.1:56534,10,3628800
127.0.0.1:28338,12,479001600
127.0.0.1:23222,17,355687428096000
127.0.0.1:43699,5,120
127.0.0.1:55985,7,5040
127.0.0.1:32982,10,3628800
127.0.0.1:3766,3,6
127.0.0.1:56502,9,362880
127.0.0.1:19635,11,39916800
127.0.0.1:10418,11,39916800
127.0.0.1:33458,3,6
127.0.0.1:61617,11,39916800
127.0.0.1:47792,9,362880
127.0.0.1:51378,9,362880
127.0.0.1:34997,10,3628800
127.0.0.1:46258,13,6227020800
127.0.0.1:59060,9,362880
127.0.0.1:6840,9,362880
127.0.0.1:50867,14,87178291200
127.0.0.1:32946,17,355687428096000
127.0.0.1:57522,13,6227020800
127.0.0.1:23787,13,6227020800
127.0.0.1:43189,17,355687428096000
127.0.0.1:23733,13,6227020800
127.0.0.1:18102,9,362880
127.0.0.1:27831,19,121645100408832000
127.0.0.1:9963,18,6402373705728000
127.0.0.1:50864,15,1307674368000
127.0.0.1:48819,11,39916800
127.0.0.1:9399,13,6227020800
127.0.0.1:48817,12,479001600
127.0.0.1:42677,8,40320
127.0.0.1:42164,13,6227020800
127.0.0.1:41668,10,3628800
127.0.0.1:46259,11,39916800
127.0.0.1:46775,20,2432902008176640000
127.0.0.1:57009,14,87178291200
127.0.0.1:12467,10,3628800
127.0.0.1:59056,15,1307674368000
127.0.0.1:32947,8,40320
127.0.0.1:31926,8,40320
127.0.0.1:32434,9,362880
127.0.0.1:4275,14,87178291200
127.0.0.1:23729,9,362880
127.0.0.1:40627,11,39916800
127.0.0.1:11445,12,479001600
127.0.0.1:41681,16,20922789888000
127.0.0.1:26290,13,6227020800
127.0.0.1:51379,14,87178291200
127.0.0.1:56498,20,2432902008176640000
127.0.0.1:26293,15,1307674368000
127.0.0.1:40631,17,355687428096000
127.0.0.1:33459,12,479001600
127.0.0.1:42676,11,39916800
127.0.0.1:51376,11,39916800
127.0.0.1:48307,11,39916800
127.0.0.1:34994,12,479001600
127.0.0.1:49331,14,87178291200
127.0.0.1:20148,16,20922789888000
127.0.0.1:23217,18,6402373705728000
127.0.0.1:57010,15,1307674368000
127.0.0.1:41649,15,1307674368000
127.0.0.1:30389,13,6227020800
127.0.0.1:33969,19,121645100408832000
127.0.0.1:45750,9,362880
127.0.0.1:15026,7,5040
127.0.0.1:19636,14,87178291200
127.0.0.1:11446,9,362880
127.0.0.1:12980,15,1307674368000
127.0.0.1:3764,14,87178291200
127.0.0.1:1234,12,479001600
127.0.0.1:41156,12,479001600
127.0.0.1:3256,10,3628800
127.0.0.1:15541,19,121645100408832000
127.0.0.1:28337,16,20922789888000
127.0.0.1:65201,18,6402373705728000
127.0.0.1:21124,8,40320
127.0.0.1:28340,12,479001600
127.0.0.1:18615,9,362880
127.0.0.1:15538,7,5040
127.0.0.1:16053,12,479001600
127.0.0.1:55988,15,1307674368000
127.0.0.1:63668,10,3628800
127.0.0.1:20612,19,121645100408832000
127.0.0.1:27826,4,24
127.0.0.1:51888,9,362880
127.0.0.1:11953,10,3628800
127.0.0.1:64694,11,39916800
127.0.0.1:53429,13,6227020800
127.0.0.1:27318,12,479001600
127.0.0.1:1727,6,720
127.0.0.1:31415,12,479001600
127.0.0.1:29877,18,6402373705728000
127.0.0.1:9912,20,2432902008176640000
127.0.0.1:60597,10,3628800
127.0.0.1:22199,11,39916800
127.0.0.1:49366,4,24
127.0.0.1:21172,10,3628800
127.0.0.1:21636,10,3628800
127.0.0.1:18614,20,2432902008176640000
127.0.0.1:50871,18,6402373705728000
127.0.0.1:44215,5,120
127.0.0.1:54964,18,6402373705728000
127.0.0.1:40624,4,24
127.0.0.1:44209,4,24
127.0.0.1:58544,12,479001600
127.0.0.1:32439,12,479001600
127.0.0.1:52917,18,6402373705728000
127.0.0.1:183,5,120
127.0.0.1:30903,4,24
127.0.0.1:37078,11,39916800
127.0.0.1:48305,11,39916800
127.0.0.1:35510,9,362880
127.0.0.1:37047,11,39916800
127.0.0.1:61105,12,479001600
127.0.0.1:49333,14,87178291200
127.0.0.1:52458,11,39916800
127.0.0.1:34487,4,24
127.0.0.1:32432,11,39916800
127.0.0.1:43716,8,40320
127.0.0.1:24247,13,6227020800
127.0.0.1:31920,17,355687428096000
127.0.0.1:54965,13,6227020800
127.0.0.1:45746,11,39916800
127.0.0.1:3763,6,720
127.0.0.1:54993,4,24
127.0.0.1:64689,10,3628800
127.0.0.1:60596,12,479001600
127.0.0.1:21169,12,479001600
127.0.0.1:7862,11,39916800
127.0.0.1:22194,11,39916800
127.0.0.1:37557,13,6227020800
127.0.0.1:1208,10,3628800
127.0.0.1:12471,4,24
127.0.0.1:28339,4,24
127.0.0.1:41140,8,40320
127.0.0.1:5299,10,3628800
127.0.0.1:42193,11,39916800
127.0.0.1:23219,13,6227020800
127.0.0.1:12956,12,479001600
127.0.0.1:56534,11,39916800
127.0.0.1:12465,11,39916800
127.0.0.1:47280,11,39916800
127.0.0.1:23222,18,6402373705728000
127.0.0.1:3713,11,39916800
127.0.0.1:61618,11,39916800
127.0.0.1:24759,5,120
127.0.0.1:47795,6,720
127.0.0.1:43699,6,720
127.0.0.1:55985,8,40320
127.0.0.1:28338,13,6227020800
127.0.0.1:27318,13,6227020800
127.0.0.1:59060,10,3628800
127.0.0.1:31920,18,6402373705728000
127.0.0.1:19636,15,1307674368000
127.0.0.1:30389,14,87178291200
127.0.0.1:49331,15,1307674368000
127.0.0.1:1234,13,6227020800
127.0.0.1:48305,12,479001600
127.0.0.1:43699,7,5040
127.0.0.1:3764,15,1307674368000
127.0.0.1:54993,5,120
127.0.0.1:23219,14,87178291200
127.0.0.1:21124,9,362880
127.0.0.1:12956,13,6227020800
127.0.0.1:50864,16,20922789888000
127.0.0.1:11953,11,39916800
127.0.0.1:61105,13,6227020800
127.0.0.1:34997,11,39916800
127.0.0.1:61618,12,479001600
127.0.0.1:34487,5,120
127.0.0.1:1727,7,5040
127.0.0.1:31926,9,362880
127.0.0.1:59056,16,20922789888000
127.0.0.1:51888,10,3628800
127.0.0.1:43716,9,362880
127.0.0.1:49333,15,1307674368000
127.0.0.1:33969,20,2432902008176640000
127.0.0.1:40624,5,120
127.0.0.1:47795,7,5040
127.0.0.1:32439,13,6227020800
127.0.0.1:50871,19,121645100408832000
127.0.0.1:50867,15,1307674368000
127.0.0.1:23217,19,121645100408832000
127.0.0.1:28339,5,120
127.0.0.1:24759,6,720
127.0.0.1:9963,19,121645100408832000
127.0.0.1:40631,18,6402373705728000
127.0.0.1:32434,10,3628800
127.0.0.1:43189,18,6402373705728000
127.0.0.1:49366,5,120
127.0.0.1:3256,11,39916800
127.0.0.1:51378,10,3628800
127.0.0.1:48307,12,479001600
127.0.0.1:57009,15,1307674368000
127.0.0.1:40627,12,479001600
127.0.0.1:26293,16,20922789888000
127.0.0.1:23733,14,87178291200
127.0.0.1:54965,14,87178291200
127.0.0.1:23729,10,3628800
127.0.0.1:16053,13,6227020800
127.0.0.1:60597,11,39916800
127.0.0.1:46258,14,87178291200
127.0.0.1:53429,14,87178291200
127.0.0.1:51379,15,1307674368000
127.0.0.1:18102,10,3628800
127.0.0.1:27831,20,2432902008176640000
127.0.0.1:12980,16,20922789888000
127.0.0.1:37078,12,479001600
127.0.0.1:61617,12,479001600
127.0.0.1:32946,18,6402373705728000
127.0.0.1:57010,16,20922789888000
127.0.0.1:32982,11,39916800
127.0.0.1:3713,12,479001600
127.0.0.1:37047,12,479001600
127.0.0.1:34994,13,6227020800
127.0.0.1:28340,13,6227020800
127.0.0.1:45746,12,479001600
127.0.0.1:24247,14,87178291200
127.0.0.1:28338,14,87178291200
127.0.0.1:48817,13,6227020800
127.0.0.1:22194,12,479001600
127.0.0.1:28337,17,355687428096000
127.0.0.1:23222,19,121645100408832000
127.0.0.1:44215,6,720
127.0.0.1:1208,11,39916800
127.0.0.1:45750,10,3628800
127.0.0.1:21169,13,6227020800
127.0.0.1:42193,12,479001600
127.0.0.1:58544,13,6227020800
127.0.0.1:11446,10,3628800
127.0.0.1:30903,5,120
127.0.0.1:26290,14,87178291200
127.0.0.1:19635,12,479001600
127.0.0.1:42677,9,362880
127.0.0.1:183,6,720
127.0.0.1:64694,12,479001600
127.0.0.1:15026,8,40320
127.0.0.1:11445,13,6227020800
127.0.0.1:57522,14,87178291200
127.0.0.1:33458,4,24
127.0.0.1:3766,4,24
127.0.0.1:41140,9,362880
127.0.0.1:10418,12,479001600
127.0.0.1:63668,11,39916800
127.0.0.1:20612,20,2432902008176640000
127.0.0.1:41649,16,20922789888000
127.0.0.1:48819,12,479001600
127.0.0.1:44209,5,120
127.0.0.1:41668,11,39916800
127.0.0.1:12471,5,120
127.0.0.1:55985,9,362880
127.0.0.1:41156,13,6227020800
127.0.0.1:52458,12,479001600
127.0.0.1:32432,12,479001600
127.0.0.1:3763,7,5040
127.0.0.1:47792,10,3628800
127.0.0.1:32947,9,362880
127.0.0.1:60596,13,6227020800
127.0.0.1:42676,12,479001600
127.0.0.1:15538,8,40320
127.0.0.1:4275,15,1307674368000
127.0.0.1:56502,10,3628800
127.0.0.1:27826,5,120
127.0.0.1:18615,10,3628800
127.0.0.1:22199,12,479001600
127.0.0.1:46259,12,479001600
127.0.0.1:21636,11,39916800
127.0.0.1:6840,10,3628800
127.0.0.1:41681,17,355687428096000
127.0.0.1:64689,11,39916800
127.0.0.1:33459,13,6227020800
127.0.0.1:31415,13,6227020800
127.0.0.1:42164,14,87178291200
127.0.0.1:37557,14,87178291200
127.0.0.1:56534,12,479001600
127.0.0.1:23787,14,87178291200
127.0.0.1:21172,11,39916800
127.0.0.1:9399,14,87178291200
127.0.0.1:52917,19,121645100408832000
127.0.0.1:47280,12,479001600
127.0.0.1:20148,17,355687428096000
127.0.0.1:40627,13,6227020800
127.0.0.1:23787,15,1307674368000
127.0.0.1:48307,13,6227020800
127.0.0.1:49331,16,20922789888000
127.0.0.1:26293,17,355687428096000
127.0.0.1:48305,13,6227020800
127.0.0.1:47795,8,40320
127.0.0.1:43189,19,121645100408832000
127.0.0.1:11953,12,479001600
127.0.0.1:57009,16,20922789888000
127.0.0.1:12956,14,87178291200
127.0.0.1:54993,6,720
127.0.0.1:31920,19,121645100408832000
127.0.0.1:21172,12,479001600
127.0.0.1:43699,8,40320
127.0.0.1:23219,15,1307674368000
127.0.0.1:1234,14,87178291200
127.0.0.1:47280,13,6227020800
127.0.0.1:33459,14,87178291200
127.0.0.1:64689,12,479001600
127.0.0.1:37557,15,1307674368000
127.0.0.1:31415,14,87178291200
127.0.0.1:41681,18,6402373705728000
127.0.0.1:21636,12,479001600
127.0.0.1:46259,13,6227020800
127.0.0.1:59056,17,355687428096000
127.0.0.1:1727,8,40320
127.0.0.1:9399,15,1307674368000
127.0.0.1:52917,20,2432902008176640000
127.0.0.1:22199,13,6227020800
127.0.0.1:20148,18,6402373705728000
127.0.0.1:6840,11,39916800
127.0.0.1:27826,6,720
127.0.0.1:56534,13,6227020800
127.0.0.1:43716,10,3628800
127.0.0.1:42164,15,1307674368000
127.0.0.1:40624,6,720
127.0.0.1:15538,9,362880
127.0.0.1:3766,5,120
127.0.0.1:3256,12,479001600
127.0.0.1:23729,11,39916800
127.0.0.1:42193,13,6227020800
127.0.0.1:12980,17,355687428096000
127.0.0.1:47792,11,39916800
127.0.0.1:55985,10,3628800
127.0.0.1:18615,11,39916800
127.0.0.1:42676,13,6227020800
127.0.0.1:32432,13,6227020800
127.0.0.1:60596,14,87178291200
127.0.0.1:41649,17,355687428096000
127.0.0.1:57522,15,1307674368000
127.0.0.1:32947,10,3628800
127.0.0.1:21169,14,87178291200
127.0.0.1:34994,14,87178291200
127.0.0.1:19635,13,6227020800
127.0.0.1:48819,13,6227020800
127.0.0.1:41156,14,87178291200
127.0.0.1:34487,6,720
127.0.0.1:3764,16,20922789888000
127.0.0.1:61617,13,6227020800
127.0.0.1:52458,13,6227020800
127.0.0.1:4275,16,20922789888000
127.0.0.1:183,7,5040
127.0.0.1:56502,11,39916800
127.0.0.1:30903,6,720
127.0.0.1:11446,11,39916800
127.0.0.1:10418,13,6227020800
127.0.0.1:63668,12,479001600
127.0.0.1:33458,5,120
127.0.0.1:34997,12,479001600
127.0.0.1:3763,8,40320
127.0.0.1:28339,6,720
127.0.0.1:24247,15,1307674368000
127.0.0.1:30389,15,1307674368000
127.0.0.1:32982,12,479001600
127.0.0.1:57010,17,355687428096000
127.0.0.1:42677,10,3628800
127.0.0.1:44209,6,720
127.0.0.1:18102,11,39916800
127.0.0.1:41140,10,3628800
127.0.0.1:45746,13,6227020800
127.0.0.1:26290,15,1307674368000
127.0.0.1:64694,13,6227020800
127.0.0.1:3713,13,6227020800
